ssid,quality,signal,mac,square
AP-00,36/70,-74,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,20/70,-90,D8:07:B6:6E:4E:0A,s-11
AP-04,66/70,-44,D8:07:B6:6E:4D:A6,s-11
AP-05,68/70,-42,D8:07:B6:6E:4B:E8,s-11
AP-06,60/70,-50,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,42/70,-68,D8:07:B6:6E:4E:F4,s-11
AP-02,44/70,-66,D8:07:B6:6E:4F:80,s-11
AP-03,20/70,-90,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,60/70,-50,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,42/70,-68,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,38/70,-72,D8:07:B6:6E:4E:0A,s-11
AP-04,54/70,-56,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,58/70,-52,D8:07:B6:6E:4F:8C,s-11
AP-00,36/70,-74,98:DE:D0:8F:0A:38,s-11
AP-01,30/70,-80,D8:07:B6:6E:4E:F4,s-11
AP-02,36/70,-74,D8:07:B6:6E:4F:80,s-11
AP-03,46/70,-64,D8:07:B6:6E:4E:0A,s-11
AP-04,20/70,-90,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,66/70,-44,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,64/70,-46,D8:07:B6:6E:4B:E8,s-11
AP-06,66/70,-44,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,68/70,-42,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,68/70,-42,D8:07:B6:6E:4F:8C,s-11
AP-00,26/70,-84,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,66/70,-44,D8:07:B6:6E:4D:A6,s-11
AP-05,66/70,-44,D8:07:B6:6E:4B:E8,s-11
AP-06,60/70,-50,D8:07:B6:6E:4F:8C,s-11
AP-00,38/70,-72,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,66/70,-44,D8:07:B6:6E:4F:8C,s-11
AP-00,36/70,-74,98:DE:D0:8F:0A:38,s-11
AP-01,40/70,-70,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,58/70,-52,D8:07:B6:6E:4D:A6,s-11
AP-05,50/70,-60,D8:07:B6:6E:4B:E8,s-11
AP-06,64/70,-46,D8:07:B6:6E:4F:8C,s-11
AP-00,20/70,-90,98:DE:D0:8F:0A:38,s-11
AP-01,32/70,-78,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,48/70,-62,D8:07:B6:6E:4E:0A,s-11
AP-04,64/70,-46,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,62/70,-48,D8:07:B6:6E:4F:8C,s-11
AP-00,36/70,-74,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,36/70,-74,D8:07:B6:6E:4F:80,s-11
AP-03,38/70,-72,D8:07:B6:6E:4E:0A,s-11
AP-04,50/70,-60,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,60/70,-50,D8:07:B6:6E:4F:8C,s-11
AP-00,36/70,-74,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,64/70,-46,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,64/70,-46,D8:07:B6:6E:4F:8C,s-11
AP-00,26/70,-84,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,52/70,-58,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-36,D8:07:B6:6E:4B:E8,s-11
AP-06,64/70,-46,D8:07:B6:6E:4F:8C,s-11
AP-00,26/70,-84,98:DE:D0:8F:0A:38,s-11
AP-01,32/70,-78,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,52/70,-58,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,32/70,-78,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,56/70,-54,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-34,D8:07:B6:6E:4B:E8,s-11
AP-06,54/70,-56,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,40/70,-70,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,36/70,-74,D8:07:B6:6E:4E:0A,s-11
AP-04,58/70,-52,D8:07:B6:6E:4D:A6,s-11
AP-05,58/70,-52,D8:07:B6:6E:4B:E8,s-11
AP-06,52/70,-58,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,66/70,-44,D8:07:B6:6E:4D:A6,s-11
AP-05,66/70,-44,D8:07:B6:6E:4B:E8,s-11
AP-06,52/70,-58,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,32/70,-78,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-34,D8:07:B6:6E:4B:E8,s-11
AP-06,60/70,-50,D8:07:B6:6E:4F:8C,s-11
AP-00,24/70,-86,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,36/70,-74,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,54/70,-56,D8:07:B6:6E:4F:8C,s-11
AP-00,36/70,-74,98:DE:D0:8F:0A:38,s-11
AP-01,30/70,-80,D8:07:B6:6E:4E:F4,s-11
AP-02,36/70,-74,D8:07:B6:6E:4F:80,s-11
AP-03,34/70,-76,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,50/70,-60,D8:07:B6:6E:4B:E8,s-11
AP-06,54/70,-56,D8:07:B6:6E:4F:8C,s-11
AP-00,38/70,-72,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,66/70,-44,D8:07:B6:6E:4D:A6,s-11
AP-05,66/70,-44,D8:07:B6:6E:4B:E8,s-11
AP-06,58/70,-52,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,54/70,-56,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-34,D8:07:B6:6E:4B:E8,s-11
AP-06,60/70,-50,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,54/70,-56,D8:07:B6:6E:4D:A6,s-11
AP-05,68/70,-42,D8:07:B6:6E:4B:E8,s-11
AP-06,60/70,-50,D8:07:B6:6E:4F:8C,s-11
AP-00,38/70,-72,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,26/70,-84,D8:07:B6:6E:4D:A6,s-11
AP-05,68/70,-42,D8:07:B6:6E:4B:E8,s-11
AP-06,58/70,-52,D8:07:B6:6E:4F:8C,s-11
AP-00,36/70,-74,98:DE:D0:8F:0A:38,s-11
AP-01,44/70,-66,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,36/70,-74,D8:07:B6:6E:4E:0A,s-11
AP-04,66/70,-44,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,58/70,-52,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,36/70,-74,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,64/70,-46,D8:07:B6:6E:4B:E8,s-11
AP-06,58/70,-52,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,36/70,-74,D8:07:B6:6E:4E:0A,s-11
AP-04,68/70,-42,D8:07:B6:6E:4D:A6,s-11
AP-05,68/70,-42,D8:07:B6:6E:4B:E8,s-11
AP-06,58/70,-52,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,48/70,-62,D8:07:B6:6E:4E:0A,s-11
AP-04,68/70,-42,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,50/70,-60,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-36,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,38/70,-72,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,50/70,-60,D8:07:B6:6E:4B:E8,s-11
AP-06,58/70,-52,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,38/70,-72,D8:07:B6:6E:4E:0A,s-11
AP-04,58/70,-52,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,56/70,-54,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,38/70,-72,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,54/70,-56,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,38/70,-72,D8:07:B6:6E:4E:0A,s-11
AP-04,52/70,-58,D8:07:B6:6E:4D:A6,s-11
AP-05,66/70,-44,D8:07:B6:6E:4B:E8,s-11
AP-06,60/70,-50,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,68/70,-42,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,54/70,-56,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,56/70,-54,D8:07:B6:6E:4F:8C,s-11
AP-00,36/70,-74,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,36/70,-74,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,64/70,-46,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,52/70,-58,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,48/70,-62,D8:07:B6:6E:4E:F4,s-11
AP-02,36/70,-74,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,68/70,-42,D8:07:B6:6E:4B:E8,s-11
AP-06,50/70,-60,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,48/70,-62,D8:07:B6:6E:4E:F4,s-11
AP-02,36/70,-74,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,66/70,-44,D8:07:B6:6E:4D:A6,s-11
AP-05,64/70,-46,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,64/70,-46,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,58/70,-52,D8:07:B6:6E:4D:A6,s-11
AP-05,68/70,-42,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,60/70,-50,D8:07:B6:6E:4B:E8,s-11
AP-06,54/70,-56,D8:07:B6:6E:4F:8C,s-11
AP-00,28/70,-82,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,56/70,-54,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-36,D8:07:B6:6E:4B:E8,s-11
AP-06,54/70,-56,D8:07:B6:6E:4F:8C,s-11
AP-00,28/70,-82,98:DE:D0:8F:0A:38,s-11
AP-01,42/70,-68,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,68/70,-42,D8:07:B6:6E:4B:E8,s-11
AP-06,54/70,-56,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,36/70,-74,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,62/70,-48,D8:07:B6:6E:4B:E8,s-11
AP-06,50/70,-60,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,32/70,-78,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,52/70,-58,D8:07:B6:6E:4D:A6,s-11
AP-05,68/70,-42,D8:07:B6:6E:4B:E8,s-11
AP-06,56/70,-54,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,40/70,-70,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,50/70,-60,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,68/70,-42,D8:07:B6:6E:4B:E8,s-11
AP-06,52/70,-58,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,46/70,-64,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-32,D8:07:B6:6E:4B:E8,s-11
AP-06,46/70,-64,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-38,D8:07:B6:6E:4B:E8,s-11
AP-06,46/70,-64,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,40/70,-70,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,46/70,-64,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,46/70,-64,D8:07:B6:6E:4E:0A,s-11
AP-04,26/70,-84,D8:07:B6:6E:4D:A6,s-11
AP-05,34/70,-76,D8:07:B6:6E:4B:E8,s-11
AP-06,46/70,-64,D8:07:B6:6E:4F:8C,s-11
AP-00,34/70,-76,98:DE:D0:8F:0A:38,s-11
AP-01,30/70,-80,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,62/70,-48,D8:07:B6:6E:4B:E8,s-11
AP-06,46/70,-64,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,32/70,-78,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,60/70,-50,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-34,D8:07:B6:6E:4B:E8,s-11
AP-06,52/70,-58,D8:07:B6:6E:4F:8C,s-11
AP-00,28/70,-82,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,42/70,-68,D8:07:B6:6E:4F:80,s-11
AP-03,46/70,-64,D8:07:B6:6E:4E:0A,s-11
AP-04,68/70,-42,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-40,D8:07:B6:6E:4B:E8,s-11
AP-06,56/70,-54,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-36,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,36/70,-74,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,38/70,-72,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,62/70,-48,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-34,D8:07:B6:6E:4B:E8,s-11
AP-06,42/70,-68,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,34/70,-76,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,40/70,-70,D8:07:B6:6E:4E:0A,s-11
AP-04,70/70,-38,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-34,D8:07:B6:6E:4B:E8,s-11
AP-06,46/70,-64,D8:07:B6:6E:4F:8C,s-11
AP-00,32/70,-78,98:DE:D0:8F:0A:38,s-11
AP-01,36/70,-74,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,44/70,-66,D8:07:B6:6E:4E:0A,s-11
AP-04,68/70,-42,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-34,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,30/70,-80,98:DE:D0:8F:0A:38,s-11
AP-01,30/70,-80,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,70/70,-40,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-36,D8:07:B6:6E:4B:E8,s-11
AP-06,48/70,-62,D8:07:B6:6E:4F:8C,s-11
AP-00,26/70,-84,98:DE:D0:8F:0A:38,s-11
AP-01,38/70,-72,D8:07:B6:6E:4E:F4,s-11
AP-02,40/70,-70,D8:07:B6:6E:4F:80,s-11
AP-03,54/70,-56,D8:07:B6:6E:4E:0A,s-11
AP-04,68/70,-42,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-36,D8:07:B6:6E:4B:E8,s-11
AP-06,40/70,-70,D8:07:B6:6E:4F:8C,s-11
AP-00,26/70,-84,98:DE:D0:8F:0A:38,s-11
AP-01,28/70,-82,D8:07:B6:6E:4E:F4,s-11
AP-02,34/70,-76,D8:07:B6:6E:4F:80,s-11
AP-03,42/70,-68,D8:07:B6:6E:4E:0A,s-11
AP-04,68/70,-42,D8:07:B6:6E:4D:A6,s-11
AP-05,70/70,-36,D8:07:B6:6E:4B:E8,s-11
AP-06,50/70,-60,D8:07:B6:6E:4F:8C,s-11
